Country,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy
Kuwait,Middle East,2003,10.10 ,11.80 ,85.48 ,0.01 ,99.00 ,87.00 ,28.50 ,99.00 ,99.00 ,0.13 ,34322.00 ,2.16 ,3.20 ,3.00 ,6.10 ,0.00 ,1.00 ,73.40 
Kuwait,Middle East,2001,10.50 ,12.20 ,88.21 ,0.01 ,99.00 ,86.00 ,28.40 ,99.00 ,99.00 ,0.13 ,29186.00 ,2.10 ,3.20 ,3.00 ,6.20 ,0.00 ,1.00 ,73.20 
Kuwait,Middle East,2005,9.80 ,11.40 ,81.90 ,0.01 ,99.00 ,77.00 ,28.70 ,99.00 ,99.00 ,0.13 ,39850.00 ,2.27 ,3.20 ,3.10 ,5.80 ,0.00 ,1.00 ,73.50 
Kuwait,Middle East,2015,7.50 ,8.80 ,58.14 ,0.00 ,99.00 ,96.00 ,29.50 ,99.00 ,99.00 ,0.13 ,29870.00 ,3.84 ,3.50 ,3.40 ,7.10 ,0.00 ,1.00 ,75.10 
Kuwait,Middle East,2014,7.70 ,8.90 ,59.30 ,0.00 ,96.00 ,86.00 ,29.40 ,94.00 ,95.00 ,0.13 ,30857.00 ,3.69 ,3.40 ,3.40 ,6.90 ,0.00 ,1.00 ,75.00 
Kuwait,Middle East,2010,8.90 ,10.40 ,68.31 ,0.00 ,99.00 ,99.00 ,29.00 ,98.00 ,98.00 ,0.13 ,32035.00 ,2.99 ,3.30 ,3.20 ,6.80 ,0.00 ,1.00 ,74.40 
Kuwait,Middle East,2004,10.00 ,11.60 ,83.69 ,0.02 ,94.00 ,88.00 ,28.60 ,98.00 ,98.00 ,0.13 ,37169.00 ,2.20 ,3.20 ,3.00 ,6.10 ,0.00 ,1.00 ,73.40 
Kuwait,Middle East,2012,8.20 ,9.60 ,61.63 ,0.00 ,98.00 ,99.00 ,29.20 ,98.00 ,98.00 ,0.13 ,33455.00 ,3.35 ,3.40 ,3.30 ,7.20 ,0.00 ,1.00 ,74.70 
Kuwait,Middle East,2013,7.90 ,9.20 ,60.47 ,0.00 ,99.00 ,99.00 ,29.30 ,99.00 ,99.00 ,0.13 ,32136.00 ,3.53 ,3.40 ,3.30 ,6.70 ,0.00 ,1.00 ,74.90 
Kuwait,Middle East,2008,9.40 ,10.90 ,74.98 ,0.03 ,99.00 ,86.00 ,28.90 ,99.00 ,99.00 ,0.13 ,39777.00 ,2.66 ,3.30 ,3.10 ,6.50 ,0.00 ,1.00 ,74.00 
Kuwait,Middle East,2009,9.20 ,10.70 ,71.64 ,0.10 ,99.00 ,94.00 ,29.00 ,99.00 ,99.00 ,0.13 ,34800.00 ,2.82 ,3.30 ,3.20 ,6.60 ,0.00 ,1.00 ,74.20 
Kuwait,Middle East,2007,9.50 ,11.10 ,78.31 ,0.03 ,99.00 ,90.00 ,28.80 ,99.00 ,99.00 ,0.13 ,41171.00 ,2.50 ,3.20 ,3.10 ,6.30 ,0.00 ,1.00 ,73.80 
Kuwait,Middle East,2000,10.70 ,12.40 ,89.13 ,0.01 ,95.00 ,86.00 ,28.30 ,94.00 ,98.00 ,0.13 ,29952.00 ,2.05 ,3.20 ,3.10 ,6.20 ,0.00 ,1.00 ,73.10 
Kuwait,Middle East,2006,9.70 ,11.20 ,80.11 ,0.02 ,99.00 ,96.00 ,28.70 ,99.00 ,99.00 ,0.13 ,40977.00 ,2.37 ,3.20 ,3.10 ,6.20 ,0.00 ,1.00 ,73.70 
Kyrgyz Republic,Asia,2012,23.20 ,26.10 ,183.86 ,5.98 ,96.00 ,65.00 ,26.10 ,94.00 ,96.00 ,0.14 ,994.00 ,5.61 ,3.20 ,3.30 ,10.70 ,0.00 ,1.00 ,70.00 
Kyrgyz Republic,Asia,2002,38.80 ,45.20 ,223.72 ,5.84 ,99.00 ,65.00 ,24.90 ,99.00 ,98.00 ,0.04 ,742.00 ,4.99 ,3.50 ,3.50 ,10.00 ,0.00 ,1.00 ,68.20 
Kyrgyz Republic,Asia,2006,32.70 ,37.50 ,221.73 ,6.78 ,90.00 ,65.00 ,25.40 ,93.00 ,92.00 ,0.13 ,837.00 ,5.22 ,3.30 ,3.40 ,10.20 ,0.00 ,1.00 ,67.70 
Kyrgyz Republic,Asia,2007,31.20 ,35.70 ,221.24 ,6.98 ,94.00 ,65.00 ,25.50 ,94.00 ,94.00 ,0.17 ,900.00 ,5.27 ,3.30 ,3.40 ,10.30 ,0.00 ,1.00 ,67.90 
Kyrgyz Republic,Asia,2008,29.60 ,33.70 ,213.76 ,7.29 ,97.00 ,65.00 ,25.60 ,95.00 ,95.00 ,0.21 ,966.00 ,5.32 ,3.30 ,3.40 ,10.30 ,0.00 ,1.00 ,68.50 
Kyrgyz Republic,Asia,2009,27.80 ,31.60 ,206.29 ,5.98 ,96.00 ,65.00 ,25.70 ,96.00 ,95.00 ,0.21 ,982.00 ,5.38 ,3.30 ,3.40 ,10.40 ,0.00 ,1.00 ,69.10 
Kyrgyz Republic,Asia,2010,26.10 ,29.50 ,198.81 ,6.02 ,96.00 ,65.00 ,25.80 ,88.00 ,96.00 ,0.16 ,966.00 ,5.45 ,3.20 ,3.30 ,10.60 ,0.00 ,1.00 ,69.30 
Kyrgyz Republic,Asia,2014,20.90 ,23.50 ,171.82 ,6.18 ,96.00 ,65.00 ,26.40 ,95.00 ,96.00 ,0.13 ,1102.00 ,5.84 ,3.30 ,3.40 ,10.80 ,0.00 ,1.00 ,70.40 
Kyrgyz Republic,Asia,2015,19.90 ,22.30 ,165.79 ,5.37 ,97.00 ,65.00 ,26.50 ,97.00 ,97.00 ,0.12 ,1121.00 ,5.96 ,3.30 ,3.40 ,10.80 ,0.00 ,1.00 ,70.70 
Kyrgyz Republic,Asia,2001,40.60 ,47.40 ,223.72 ,5.70 ,57.00 ,65.00 ,24.80 ,99.00 ,99.00 ,0.03 ,749.00 ,4.95 ,3.60 ,3.60 ,9.90 ,0.00 ,1.00 ,68.70 
Kyrgyz Republic,Asia,2004,35.60 ,41.10 ,222.73 ,6.65 ,99.00 ,65.00 ,25.10 ,98.00 ,99.00 ,0.08 ,831.00 ,5.10 ,3.40 ,3.40 ,10.10 ,0.00 ,1.00 ,68.20 
Kyrgyz Republic,Asia,2013,22.00 ,24.70 ,177.84 ,6.03 ,97.00 ,65.00 ,26.20 ,97.00 ,97.00 ,0.13 ,1081.00 ,5.72 ,3.30 ,3.30 ,10.70 ,0.00 ,1.00 ,70.20 
Kyrgyz Republic,Asia,2011,24.50 ,27.70 ,191.34 ,5.95 ,96.00 ,65.00 ,26.00 ,94.00 ,96.00 ,0.14 ,1011.00 ,5.51 ,3.20 ,3.30 ,10.60 ,0.00 ,1.00 ,69.60 
Kyrgyz Republic,Asia,2005,34.10 ,39.20 ,222.23 ,6.52 ,97.00 ,65.00 ,25.20 ,98.00 ,98.00 ,0.10 ,821.00 ,5.16 ,3.40 ,3.40 ,10.20 ,0.00 ,1.00 ,68.00 
Kyrgyz Republic,Asia,2000,42.50 ,49.80 ,223.72 ,5.33 ,44.00 ,65.00 ,24.70 ,99.00 ,99.00 ,0.02 ,718.00 ,4.90 ,3.60 ,3.60 ,9.80 ,0.00 ,1.00 ,68.60 
Kyrgyz Republic,Asia,2003,37.10 ,43.10 ,223.22 ,6.35 ,99.00 ,65.00 ,25.00 ,98.00 ,98.00 ,0.06 ,786.00 ,5.04 ,3.50 ,3.50 ,10.00 ,0.00 ,1.00 ,68.30 
Lao PDR,Asia,2010,51.80 ,68.30 ,217.03 ,6.10 ,74.00 ,65.00 ,22.20 ,76.00 ,74.00 ,0.17 ,1586.00 ,6.25 ,9.30 ,9.50 ,4.60 ,0.00 ,1.00 ,64.30 
Lao PDR,Asia,2004,66.10 ,90.80 ,249.93 ,3.54 ,45.00 ,65.00 ,21.50 ,46.00 ,45.00 ,0.15 ,1112.00 ,5.66 ,1.10 ,1.20 ,4.20 ,0.00 ,1.00 ,61.10 
Lao PDR,Asia,2007,58.70 ,79.10 ,231.57 ,5.03 ,50.00 ,65.00 ,21.80 ,46.00 ,50.00 ,0.17 ,1325.00 ,5.94 ,9.70 ,9.80 ,4.40 ,0.00 ,1.00 ,62.70 
Lao PDR,Asia,2001,73.90 ,103.10 ,268.31 ,3.14 ,48.00 ,65.00 ,21.20 ,55.00 ,52.00 ,0.14 ,974.00 ,5.41 ,1.40 ,1.50 ,4.00 ,0.00 ,1.00 ,59.40 
Lao PDR,Asia,2013,45.70 ,59.00 ,203.43 ,6.25 ,87.00 ,65.00 ,22.60 ,86.00 ,87.00 ,0.16 ,1911.00 ,6.54 ,9.00 ,9.10 ,5.10 ,0.00 ,1.00 ,65.70 
Lao PDR,Asia,2005,63.60 ,86.80 ,243.81 ,3.69 ,49.00 ,65.00 ,21.60 ,50.00 ,49.00 ,0.16 ,1172.00 ,5.75 ,1.00 ,1.10 ,4.20 ,0.00 ,1.00 ,61.60 
Lao PDR,Asia,2006,61.10 ,82.90 ,237.69 ,3.71 ,57.00 ,65.00 ,21.70 ,56.00 ,57.00 ,0.16 ,1253.00 ,5.85 ,9.90 ,9.90 ,4.30 ,0.00 ,1.00 ,62.20 
Lao PDR,Asia,2014,43.80 ,56.30 ,199.53 ,6.74 ,88.00 ,65.00 ,22.70 ,88.00 ,88.00 ,0.16 ,2025.00 ,6.64 ,8.90 ,9.00 ,5.00 ,0.00 ,1.00 ,66.10 
Lao PDR,Asia,2009,54.00 ,71.70 ,221.88 ,5.25 ,67.00 ,65.00 ,22.10 ,67.00 ,67.00 ,0.17 ,1485.00 ,6.15 ,9.40 ,9.60 ,4.50 ,0.00 ,1.00 ,63.80 
Lao PDR,Asia,2008,56.30 ,75.40 ,226.72 ,5.15 ,61.00 ,65.00 ,22.00 ,60.00 ,61.00 ,0.17 ,1405.00 ,6.05 ,9.60 ,9.70 ,4.40 ,0.00 ,1.00 ,63.30 
Lao PDR,Asia,2002,71.30 ,98.90 ,262.16 ,3.35 ,48.00 ,65.00 ,21.30 ,55.00 ,53.00 ,0.15 ,1016.00 ,5.49 ,1.30 ,1.40 ,4.00 ,0.00 ,1.00 ,59.90 
Lao PDR,Asia,2003,68.70 ,94.80 ,256.04 ,3.43 ,50.00 ,65.00 ,21.40 ,52.00 ,49.00 ,0.15 ,1061.00 ,5.58 ,1.20 ,1.30 ,4.10 ,0.00 ,1.00 ,60.50 
Lao PDR,Asia,2011,49.70 ,65.10 ,212.18 ,6.30 ,78.00 ,65.00 ,22.30 ,79.00 ,78.00 ,0.17 ,1687.00 ,6.35 ,9.20 ,9.40 ,4.80 ,0.00 ,1.00 ,64.80 
Lao PDR,Asia,2015,42.10 ,53.80 ,195.63 ,7.09 ,89.00 ,65.00 ,22.80 ,89.00 ,89.00 ,0.15 ,2140.00 ,6.74 ,8.80 ,8.90 ,5.10 ,0.00 ,1.00 ,66.50 
Lao PDR,Asia,2012,47.60 ,61.90 ,207.34 ,6.33 ,79.00 ,65.00 ,22.40 ,78.00 ,79.00 ,0.16 ,1795.00 ,6.44 ,9.10 ,9.20 ,5.00 ,0.00 ,1.00 ,65.30 
Lao PDR,Asia,2000,76.50 ,107.20 ,274.45 ,5.19 ,48.00 ,65.00 ,21.10 ,57.00 ,51.00 ,0.10 ,936.00 ,5.32 ,1.50 ,1.50 ,3.90 ,0.00 ,1.00 ,58.80 
Latvia,European Union,2015,4.30 ,5.00 ,160.24 ,10.80 ,94.00 ,92.00 ,26.60 ,94.00 ,95.00 ,0.29 ,13786.00 ,1.98 ,2.20 ,2.10 ,12.80 ,1.00 ,0.00 ,74.50 
Latvia,European Union,2012,5.60 ,6.60 ,165.27 ,10.20 ,90.00 ,92.00 ,26.40 ,91.00 ,91.00 ,0.24 ,12410.00 ,2.03 ,2.20 ,2.20 ,12.60 ,1.00 ,0.00 ,73.80 
Latvia,European Union,2007,7.70 ,9.30 ,220.94 ,12.12 ,91.00 ,98.00 ,26.10 ,94.00 ,94.00 ,0.18 ,13186.00 ,2.20 ,2.40 ,2.40 ,12.30 ,1.00 ,0.00 ,71.00 
Latvia,European Union,2002,10.20 ,12.60 ,225.22 ,7.44 ,98.00 ,96.00 ,25.70 ,98.00 ,97.00 ,0.19 ,7849.00 ,2.31 ,2.70 ,2.70 ,10.60 ,1.00 ,0.00 ,71.00 
Latvia,European Union,2008,7.30 ,8.80 ,198.74 ,11.84 ,93.00 ,94.00 ,26.20 ,94.00 ,94.00 ,0.19 ,12893.00 ,2.18 ,2.30 ,2.40 ,12.20 ,1.00 ,0.00 ,72.40 
Latvia,European Union,2009,6.90 ,8.30 ,185.72 ,9.85 ,92.00 ,92.00 ,26.20 ,94.00 ,94.00 ,0.20 ,11240.00 ,2.14 ,2.30 ,2.30 ,12.30 ,1.00 ,0.00 ,73.10 
Latvia,European Union,2013,5.10 ,6.00 ,167.92 ,10.43 ,94.00 ,92.00 ,26.50 ,94.00 ,94.00 ,0.26 ,12796.00 ,2.01 ,2.20 ,2.20 ,12.70 ,1.00 ,0.00 ,74.00 
Latvia,European Union,2004,9.20 ,11.20 ,213.15 ,8.81 ,98.00 ,98.00 ,25.90 ,99.00 ,99.00 ,0.16 ,9407.00 ,2.26 ,2.50 ,2.60 ,11.70 ,1.00 ,0.00 ,72.00 
Latvia,European Union,2010,6.50 ,7.80 ,180.87 ,9.83 ,91.00 ,93.00 ,26.30 ,92.00 ,92.00 ,0.22 ,10964.00 ,2.10 ,2.20 ,2.30 ,12.50 ,1.00 ,0.00 ,73.50 
Latvia,European Union,2001,10.80 ,13.30 ,232.03 ,6.68 ,96.00 ,95.00 ,25.60 ,97.00 ,97.00 ,0.21 ,7245.00 ,2.34 ,2.80 ,2.80 ,10.00 ,1.00 ,0.00 ,70.80 
Latvia,European Union,2003,9.70 ,11.90 ,217.66 ,8.24 ,98.00 ,97.00 ,25.80 ,98.00 ,98.00 ,0.17 ,8593.00 ,2.29 ,2.60 ,2.60 ,11.20 ,1.00 ,0.00 ,71.30 
Latvia,European Union,2014,4.60 ,5.50 ,165.19 ,10.60 ,92.00 ,89.00 ,26.50 ,92.00 ,92.00 ,0.28 ,13163.00 ,1.99 ,2.20 ,2.20 ,12.90 ,1.00 ,0.00 ,74.10 
Latvia,European Union,2005,8.60 ,10.50 ,221.14 ,9.92 ,99.00 ,99.00 ,25.90 ,99.00 ,99.00 ,0.15 ,10528.00 ,2.24 ,2.50 ,2.50 ,12.10 ,1.00 ,0.00 ,71.40 
Latvia,European Union,2000,11.50 ,14.20 ,225.81 ,7.13 ,95.00 ,90.00 ,25.60 ,96.00 ,96.00 ,0.25 ,6727.00 ,2.37 ,2.80 ,2.80 ,9.50 ,1.00 ,0.00 ,70.30 
Latvia,European Union,2011,6.10 ,7.20 ,171.14 ,10.11 ,89.00 ,92.00 ,26.30 ,92.00 ,92.00 ,0.23 ,11451.00 ,2.06 ,2.20 ,2.30 ,12.60 ,1.00 ,0.00 ,73.60 
Latvia,European Union,2006,8.10 ,9.80 ,231.01 ,10.40 ,94.00 ,99.00 ,26.00 ,96.00 ,96.00 ,0.17 ,11896.00 ,2.22 ,2.40 ,2.50 ,12.20 ,1.00 ,0.00 ,70.90 
Lebanon,Middle East,2007,10.40 ,12.10 ,73.27 ,1.59 ,80.00 ,55.00 ,26.90 ,75.00 ,80.00 ,0.03 ,7295.00 ,4.77 ,4.70 ,4.60 ,7.80 ,0.00 ,1.00 ,77.60 
Lebanon,Middle East,2006,11.20 ,13.00 ,77.14 ,1.65 ,78.00 ,45.00 ,26.80 ,75.00 ,78.00 ,0.03 ,6684.00 ,4.76 ,4.70 ,4.60 ,7.60 ,0.00 ,1.00 ,77.30 
Lebanon,Middle East,2014,7.40 ,8.60 ,61.54 ,1.18 ,81.00 ,63.00 ,27.50 ,81.00 ,81.00 ,0.04 ,7938.00 ,6.26 ,4.80 ,4.90 ,8.40 ,0.00 ,1.00 ,78.70 
Lebanon,Middle East,2005,12.10 ,14.10 ,81.02 ,1.73 ,77.00 ,34.00 ,26.70 ,74.00 ,77.00 ,0.03 ,6668.00 ,4.70 ,4.70 ,4.60 ,7.50 ,0.00 ,1.00 ,76.90 
Lebanon,Middle East,2004,13.10 ,15.20 ,84.89 ,1.87 ,75.00 ,24.00 ,26.70 ,74.00 ,75.00 ,0.03 ,6677.00 ,4.57 ,4.70 ,4.60 ,7.50 ,0.00 ,1.00 ,76.40 
Lebanon,Middle East,2002,15.10 ,17.50 ,92.63 ,2.06 ,77.00 ,28.00 ,26.50 ,77.00 ,77.00 ,0.02 ,6625.00 ,4.18 ,4.80 ,4.70 ,7.50 ,0.00 ,1.00 ,75.50 
Lebanon,Middle East,2015,7.10 ,8.30 ,60.32 ,1.15 ,81.00 ,63.00 ,27.50 ,81.00 ,81.00 ,0.04 ,7643.00 ,6.53 ,4.90 ,4.90 ,8.50 ,0.00 ,1.00 ,78.80 
Lebanon,Middle East,2000,17.00 ,19.90 ,102.48 ,2.37 ,83.00 ,56.00 ,26.40 ,83.00 ,83.00 ,0.02 ,6713.00 ,3.84 ,4.90 ,4.80 ,7.50 ,0.00 ,1.00 ,74.50 
Lebanon,Middle East,2013,7.70 ,9.00 ,62.77 ,1.18 ,81.00 ,65.00 ,27.40 ,81.00 ,81.00 ,0.04 ,8201.00 ,5.91 ,4.80 ,4.80 ,8.30 ,0.00 ,1.00 ,78.70 
Lebanon,Middle East,2010,8.70 ,10.20 ,67.70 ,1.37 ,81.00 ,73.00 ,27.10 ,77.00 ,81.00 ,0.03 ,9115.00 ,4.95 ,4.70 ,4.70 ,7.90 ,0.00 ,1.00 ,78.40 
Lebanon,Middle East,2009,9.20 ,10.70 ,69.56 ,1.53 ,81.00 ,75.00 ,27.00 ,76.00 ,81.00 ,0.03 ,8687.00 ,4.81 ,4.70 ,4.70 ,7.90 ,0.00 ,1.00 ,78.20 
Lebanon,Middle East,2001,16.00 ,18.70 ,97.56 ,2.32 ,80.00 ,42.00 ,26.40 ,80.00 ,80.00 ,0.02 ,6712.00 ,3.99 ,4.90 ,4.70 ,7.50 ,0.00 ,1.00 ,75.00 
Lebanon,Middle East,2012,8.00 ,9.30 ,63.99 ,1.24 ,81.00 ,68.00 ,27.30 ,80.00 ,81.00 ,0.04 ,8434.00 ,5.54 ,4.80 ,4.80 ,8.10 ,0.00 ,1.00 ,78.60 
Lebanon,Middle East,2008,9.80 ,11.40 ,71.41 ,1.57 ,81.00 ,65.00 ,27.00 ,75.00 ,81.00 ,0.03 ,7961.00 ,4.76 ,4.70 ,4.70 ,7.80 ,0.00 ,1.00 ,77.90 
Lebanon,Middle East,2011,8.30 ,9.70 ,65.85 ,1.30 ,81.00 ,70.00 ,27.20 ,79.00 ,81.00 ,0.03 ,8754.00 ,5.20 ,4.70 ,4.70 ,8.00 ,0.00 ,1.00 ,78.50 
Lebanon,Middle East,2003,14.10 ,16.40 ,88.76 ,1.96 ,74.00 ,14.00 ,26.60 ,74.00 ,74.00 ,0.02 ,6517.00 ,4.39 ,4.80 ,4.70 ,7.50 ,0.00 ,1.00 ,76.00 
Lesotho,Africa,2004,73.00 ,114.50 ,617.21 ,1.78 ,60.00 ,56.00 ,24.30 ,89.00 ,90.00 ,16.29 ,804.00 ,2.01 ,9.70 ,9.70 ,5.20 ,0.00 ,1.00 ,43.10 
Lesotho,Africa,2015,72.60 ,94.60 ,513.48 ,3.07 ,93.00 ,82.00 ,24.90 ,85.00 ,93.00 ,10.00 ,1146.00 ,2.06 ,5.50 ,5.30 ,6.10 ,0.00 ,1.00 ,51.00 
Lesotho,Africa,2008,77.10 ,113.00 ,569.11 ,2.91 ,88.00 ,80.00 ,24.50 ,86.00 ,88.00 ,14.53 ,962.00 ,1.99 ,8.00 ,7.80 ,5.40 ,0.00 ,1.00 ,43.40 
Lesotho,Africa,2014,71.90 ,94.20 ,518.28 ,2.75 ,93.00 ,82.00 ,24.90 ,88.00 ,93.00 ,10.88 ,1120.00 ,2.04 ,5.80 ,5.60 ,6.10 ,0.00 ,1.00 ,49.90 
Lesotho,Africa,2007,73.80 ,114.30 ,579.41 ,2.85 ,90.00 ,80.00 ,24.50 ,87.00 ,88.00 ,15.31 ,912.00 ,1.99 ,8.40 ,8.30 ,5.50 ,0.00 ,1.00 ,42.90 
Lesotho,Africa,2006,74.50 ,116.50 ,592.01 ,2.77 ,91.00 ,80.00 ,24.40 ,88.00 ,89.00 ,16.06 ,874.00 ,1.99 ,8.80 ,8.70 ,5.40 ,0.00 ,1.00 ,42.60 
Lesotho,Africa,2010,70.90 ,96.40 ,548.50 ,2.75 ,93.00 ,81.00 ,24.70 ,92.00 ,93.00 ,12.44 ,996.00 ,2.00 ,7.20 ,7.00 ,5.60 ,0.00 ,1.00 ,45.10 
Lesotho,Africa,2011,69.00 ,93.90 ,538.19 ,2.38 ,96.00 ,82.00 ,24.70 ,95.00 ,96.00 ,11.51 ,1037.00 ,2.00 ,6.80 ,6.60 ,5.80 ,0.00 ,1.00 ,46.20 
Lesotho,Africa,2013,71.00 ,92.60 ,523.08 ,2.55 ,93.00 ,82.00 ,24.80 ,90.00 ,93.00 ,11.55 ,1109.00 ,2.03 ,6.10 ,5.90 ,6.00 ,0.00 ,1.00 ,48.70 
Lesotho,Africa,2001,70.50 ,108.80 ,605.59 ,2.85 ,79.00 ,46.00 ,24.10 ,78.00 ,78.00 ,17.55 ,739.00 ,2.04 ,11.10 ,11.10 ,5.00 ,0.00 ,1.00 ,46.20 
Lesotho,Africa,2000,70.00 ,106.90 ,568.77 ,3.09 ,79.00 ,48.00 ,24.00 ,82.00 ,83.00 ,18.69 ,715.00 ,2.03 ,11.50 ,11.60 ,4.90 ,0.00 ,1.00 ,47.70 
Lesotho,Africa,2002,71.20 ,110.70 ,642.42 ,2.93 ,79.00 ,50.00 ,24.10 ,84.00 ,84.00 ,17.08 ,747.00 ,2.03 ,1.60 ,1.60 ,5.10 ,0.00 ,1.00 ,44.90 
Lesotho,Africa,2009,73.60 ,104.20 ,558.80 ,2.92 ,91.00 ,81.00 ,24.60 ,89.00 ,91.00 ,13.42 ,948.00 ,1.99 ,7.60 ,7.40 ,5.90 ,0.00 ,1.00 ,44.10 
Lesotho,Africa,2012,70.20 ,92.70 ,527.89 ,2.47 ,95.00 ,82.00 ,24.80 ,93.00 ,95.00 ,11.57 ,1097.00 ,2.01 ,6.40 ,6.20 ,5.90 ,0.00 ,1.00 ,47.40 
Lesotho,Africa,2005,74.00 ,116.10 ,604.61 ,1.94 ,87.00 ,68.00 ,24.30 ,88.00 ,89.00 ,16.19 ,836.00 ,2.00 ,9.30 ,9.20 ,5.30 ,0.00 ,1.00 ,42.70 
Lesotho,Africa,2003,72.20 ,112.70 ,629.82 ,1.97 ,79.00 ,47.00 ,24.20 ,90.00 ,90.00 ,16.46 ,785.00 ,2.02 ,1.20 ,1.10 ,5.10 ,0.00 ,1.00 ,43.80 
Liberia,Africa,2000,127.90 ,189.70 ,316.59 ,4.47 ,58.00 ,64.00 ,23.00 ,56.00 ,46.00 ,3.50 ,776.00 ,2.85 ,9.20 ,9.20 ,3.50 ,0.00 ,1.00 ,51.70 
Liberia,Africa,2006,85.30 ,121.00 ,294.26 ,4.06 ,58.00 ,64.00 ,23.50 ,66.00 ,60.00 ,3.50 ,578.00 ,3.33 ,8.10 ,8.10 ,3.80 ,0.00 ,1.00 ,56.40 
Liberia,Africa,2002,111.90 ,163.70 ,344.86 ,4.29 ,58.00 ,64.00 ,23.20 ,51.00 ,39.00 ,3.50 ,780.00 ,3.02 ,8.80 ,8.90 ,3.60 ,0.00 ,1.00 ,52.80 
Liberia,Africa,2009,74.20 ,103.60 ,272.16 ,3.76 ,64.00 ,64.00 ,23.70 ,84.00 ,81.00 ,3.50 ,634.00 ,3.75 ,7.60 ,7.40 ,4.00 ,0.00 ,1.00 ,59.00 
Liberia,Africa,2013,66.90 ,92.00 ,252.34 ,3.74 ,76.00 ,64.00 ,24.00 ,80.00 ,76.00 ,3.50 ,754.00 ,4.25 ,6.80 ,6.70 ,4.40 ,0.00 ,1.00 ,61.20 
Liberia,Africa,2010,71.80 ,99.80 ,267.44 ,3.65 ,47.00 ,64.00 ,23.80 ,71.00 ,70.00 ,3.50 ,649.00 ,3.89 ,7.40 ,7.20 ,4.10 ,0.00 ,1.00 ,59.60 
Liberia,Africa,2012,68.30 ,94.20 ,258.00 ,3.75 ,80.00 ,64.00 ,23.90 ,80.00 ,80.00 ,3.50 ,713.00 ,4.14 ,7.00 ,6.90 ,4.30 ,0.00 ,1.00 ,60.70 
Liberia,Africa,2008,77.20 ,108.20 ,276.88 ,3.90 ,64.00 ,64.00 ,23.70 ,79.00 ,75.00 ,3.50 ,626.00 ,3.61 ,7.70 ,7.60 ,4.00 ,0.00 ,1.00 ,58.20 
Liberia,Africa,2015,64.40 ,88.30 ,241.01 ,3.18 ,52.00 ,64.00 ,24.00 ,65.00 ,52.00 ,3.50 ,722.00 ,4.47 ,6.50 ,6.40 ,4.40 ,0.00 ,1.00 ,62.30 
Liberia,Africa,2004,97.20 ,139.80 ,319.56 ,4.25 ,58.00 ,64.00 ,23.30 ,47.00 ,31.00 ,3.50 ,540.00 ,3.14 ,8.50 ,8.50 ,3.70 ,0.00 ,1.00 ,54.40 
Liberia,Africa,2003,104.30 ,151.30 ,332.21 ,4.23 ,58.00 ,64.00 ,23.20 ,49.00 ,35.00 ,3.50 ,536.00 ,3.08 ,8.70 ,8.70 ,3.70 ,0.00 ,1.00 ,53.60 
Liberia,Africa,2001,119.70 ,176.60 ,330.72 ,4.42 ,58.00 ,64.00 ,23.10 ,54.00 ,42.00 ,3.50 ,770.00 ,2.95 ,9.00 ,9.00 ,3.50 ,0.00 ,1.00 ,52.20 
Liberia,Africa,2014,66.00 ,92.10 ,246.68 ,3.02 ,63.00 ,64.00 ,24.00 ,62.00 ,50.00 ,3.50 ,740.00 ,4.36 ,6.70 ,6.50 ,4.40 ,0.00 ,1.00 ,61.70 
Liberia,Africa,2005,90.70 ,129.60 ,306.91 ,4.20 ,58.00 ,64.00 ,23.40 ,66.00 ,60.00 ,3.50 ,554.00 ,3.22 ,8.30 ,8.30 ,3.80 ,0.00 ,1.00 ,55.40 
Liberia,Africa,2007,80.80 ,114.00 ,281.61 ,4.05 ,58.00 ,64.00 ,23.60 ,67.00 ,65.00 ,3.50 ,609.00 ,3.46 ,7.90 ,7.80 ,3.90 ,0.00 ,1.00 ,57.40 
Liberia,Africa,2011,69.90 ,96.70 ,262.72 ,3.73 ,77.00 ,64.00 ,23.90 ,77.00 ,77.00 ,3.50 ,680.00 ,4.02 ,7.20 ,7.00 ,4.20 ,0.00 ,1.00 ,60.10 
Libya,Africa,2011,14.90 ,19.40 ,136.85 ,0.01 ,98.00 ,97.00 ,27.70 ,98.00 ,98.00 ,0.09 ,6670.00 ,6.25 ,5.60 ,5.40 ,7.30 ,0.00 ,1.00 ,72.00 
Libya,Africa,2005,19.80 ,23.10 ,135.27 ,0.01 ,97.00 ,95.00 ,27.20 ,98.00 ,98.00 ,0.08 ,12760.00 ,5.80 ,5.50 ,5.40 ,6.40 ,0.00 ,1.00 ,71.90 
Libya,Africa,2014,11.80 ,13.80 ,135.97 ,0.01 ,94.00 ,92.00 ,27.90 ,94.00 ,94.00 ,0.08 ,7723.00 ,6.36 ,5.70 ,5.50 ,7.30 ,0.00 ,1.00 ,72.00 
Libya,Africa,2004,21.00 ,24.40 ,137.42 ,0.01 ,99.00 ,95.00 ,27.10 ,97.00 ,97.00 ,0.07 ,11583.00 ,5.71 ,5.50 ,5.40 ,6.30 ,0.00 ,1.00 ,71.70 
